,source,target,with_ch
662,Gargoyle (Isaac Christians),,"['Baron Strucker', 'Daily Bugle', 'Gargoyle (Isaac Christians)', 'Gargoyle (Isaac Christians)', 'Immortus', 'Immortus', 'Paladin', 'War Machine (James Rhodes)', 'War Machine (James Rhodes)', 'War Machine (James Rhodes)', 'Zombie (Simon Garth)']"
663,Gargoyle (Isaac Christians),Interior #25638,"['Aaron Stack', 'Gargoyle (Isaac Christians)', 'Immortus']"
664,Gargoyle (Isaac Christians),Interior #25640,['Gargoyle (Isaac Christians)']
665,Gargoyle (Isaac Christians),Interior #25642,"['Gargoyle (Isaac Christians)', 'Immortus']"
666,Gargoyle (Isaac Christians),Interior #25644,"['Gargoyle (Isaac Christians)', 'Immortus']"
667,Gargoyle (Isaac Christians),Interior #25646,['Gargoyle (Isaac Christians)']
668,Gargoyle (Isaac Christians),Interior #25648,"['Aaron Stack', 'Gargoyle (Isaac Christians)', 'Immortus']"
669,Gargoyle (Isaac Christians),Interior #25650,"['Aaron Stack', 'Gargoyle (Isaac Christians)', 'Immortus']"
670,Gargoyle (Isaac Christians),Interior #25652,"['Aaron Stack', 'Gargoyle (Isaac Christians)']"
671,Garrison Kane,Caught in the Draft,['Garrison Kane']
672,Garrison Kane,Septic Beauty,['Garrison Kane']
673,Garrison Kane,Falling to Pieces,['Garrison Kane']
674,Garrison Kane,Interior #50735,['Garrison Kane']
675,Garrison Kane,Interior #50741,['Garrison Kane']
676,Garrison Kane,Interior #50743,"['Garrison Kane', 'Leech', 'Reaper']"
677,Garrison Kane,Interior #50747,['Garrison Kane']
678,Garrison Kane,Interior #50751,"['Garrison Kane', 'Reaper']"
679,Garrison Kane,Cable - Blood and Metal Part 1,['Garrison Kane']
680,Garrison Kane,Cable - Blood and Metal,['Garrison Kane']
681,Garrison Kane,Deadpool (1997) #57,['Garrison Kane']
682,Garrison Kane,Deadpool (1997) #58,['Garrison Kane']
683,Garrison Kane,Deadpool (1997) #59,['Garrison Kane']
684,Gateway,Resurrection,"['Gateway', 'Zaladane']"
685,Gateway,Double Cross,['Gateway']
686,Gateway,Jubilation Day,['Gateway']
687,Gateway,Down Under,['Gateway']
688,Gateway,Dressed For Dinner,['Gateway']
689,Gateway,Earthfall,"['Gateway', 'Madelyne Pryor']"
690,Gateway,Glory Day,"['Gateway', 'Madelyne Pryor']"
691,Gateway,Busting Loose,['Gateway']
692,Gateway,Men!,['Gateway']
693,Gateway,The Cradle Will Fall,"['Gateway', 'Lady Deathstrike']"
694,Gateway,The Dane Curse,"['Gateway', 'Lady Deathstrike', 'Reavers']"
695,Gateway,The Shattered Star,['Gateway']
696,Gateway,Fever Dream,"['Gateway', 'Lady Deathstrike', 'Ogun', 'Reavers']"
697,Gateway,Where's Wolverine?,"['Gateway', 'Lady Deathstrike', 'Reavers']"
698,Gateway,Rogue Redux,"['Gateway', 'Lady Deathstrike', 'Reavers']"
699,Gateway,The Emperor of the Realm of Grief,['Gateway']
700,Gateway,Basics!,['Gateway']
701,Gateway,Blood Sand and Claws!,"['Gateway', 'Reavers']"
702,Gateway,...It Tolls For Thee,"['Gateway', 'Reavers']"
703,Gauntlet (Joseph Green),Endgame Part 1: Malign Influences,['Gauntlet (Joseph Green)']
704,Gauntlet (Joseph Green),Endgame Part 2: Heroic Effort,['Gauntlet (Joseph Green)']
705,Gauntlet (Joseph Green),Endgame Part 3: Lunar Opposition,"['Gauntlet (Joseph Green)', 'Karnak']"
706,Gauntlet (Joseph Green),Finale,['Gauntlet (Joseph Green)']
707,Gauntlet (Joseph Green),"Furnace Of His Brain, Anvil Of His Heart","['Gauntlet (Joseph Green)', 'Genesis']"
708,Gauntlet (Joseph Green),Of Mythic Metal Forged,['Gauntlet (Joseph Green)']
709,Gauntlet (Joseph Green),Avengers: The Initiative (2007) #6 - Int,['Gauntlet (Joseph Green)']
710,Gauntlet (Joseph Green),1 of 1,"['Fin Fang Foom', 'Firestar (Ultimate)', 'Gauntlet (Joseph Green)', 'Hardball', 'Hawkeye (Kate Bishop)', 'Janus, the Nega-Man', 'Layla Miller', 'U.S. Agent', 'Venom (Flash Thompson)', 'Venom (Flash Thompson)']"
711,Gauntlet (Joseph Green),Avengers: The Initiative (2007) #15 - Int,"['Gauntlet (Joseph Green)', '3-D Man']"
712,Generation X,Where the Wild Things Were,['Generation X']
713,Generation X,What New for the X Generation,['Generation X']
714,Generation X,Interior #50219,['Generation X']
715,Generation X,Interior #50221,['Generation X']
716,Generation X,Interior #50223,['Generation X']
717,Generation X,Interior #50225,['Generation X']
718,Generation X,Interior #50227,['Generation X']
719,Generation X,Interior #50229,['Generation X']
720,Generation X,Interior #50231,['Generation X']
721,Generation X,Interior #50233,['Generation X']
722,Generation X,Interior #50235,['Generation X']
723,Generation X,Interior #50237,['Generation X']
724,Generation X,Interior #50239,['Generation X']
725,Generation X,Interior #50241,['Generation X']
726,Genesis,"Furnace Of His Brain, Anvil Of His Heart","['Gauntlet (Joseph Green)', 'Genesis']"
727,Genesis,Manhattan Rhapsody,['Genesis']
728,Genesis,Interior #91709,"['Genesis', 'Jamie Braddock', 'Quentin Quire']"
729,George Stacy (Ultimate),[,"['Electro (Ultimate)', 'George Stacy (Ultimate)', 'George Stacy (Ultimate)', 'George Stacy (Ultimate)']"
730,George Stacy (Ultimate),[,"['Electro (Ultimate)', 'George Stacy (Ultimate)', 'George Stacy (Ultimate)', 'George Stacy (Ultimate)']"
731,George Stacy (Ultimate),[,"['Electro (Ultimate)', 'George Stacy (Ultimate)', 'George Stacy (Ultimate)', 'George Stacy (Ultimate)']"
732,George Stacy (Ultimate),Life Lessons,['George Stacy (Ultimate)']
733,H.A.M.M.E.R.,1 of 3 New Ms. Marvel,['H.A.M.M.E.R.']
734,H.A.M.M.E.R.,Interior #57688,['H.A.M.M.E.R.']
735,H.A.M.M.E.R.,Interior #57690,['H.A.M.M.E.R.']
736,H.A.M.M.E.R.,Interior #57694,['H.A.M.M.E.R.']
737,H.A.M.M.E.R.,Interior #59245,"['Dark Beast', 'Dark X-Men', 'H.A.M.M.E.R.']"
738,H.A.M.M.E.R.,Avengers: The Initiative (2007) #26 - Int,['H.A.M.M.E.R.']
739,H.A.M.M.E.R.,Avengers: The Initiative (2007) #27 - Int,['H.A.M.M.E.R.']
740,Hairball,Interior #56490,['Hairball']
741,Hairball,Interior #81327,"['Hairball', 'Pet Avengers']"
742,Hairball,Interior #81329,"['Hairball', 'Pet Avengers']"
743,Hairball,Interior #81331 ,"['Hairball', 'Pet Avengers']"
744,Hairball,Interior #81333,"['Hairball', 'Pet Avengers']"
745,Half-Life (Tony Masterson),No Human Fears,"['Half-Life (Tony Masterson)', 'Leader']"
746,Hammerhead,And Who Shall Stand Against Them?,['Hammerhead']
747,Hammerhead,The Arranger Must Die!,['Hammerhead']
748,Hammerhead,Blood Simple,['Hammerhead']
749,Hammerhead,The Last Shoot,['Hammerhead']
750,Hammerhead,The Hunted Part 3,"['Hammerhead', 'Red Ghost']"
751,Hammerhead,Pardoned!,['Hammerhead']
752,Hammerhead,The Carrion Cure,['Hammerhead']
753,Hammerhead,Knight and Fogg,['Hammerhead']
754,Hammerhead,The Deadly Lads From Liverpool,['Hammerhead']
755,Hammerhead,"Death by Tombstone, Part 1: Takeover!",['Hammerhead']
756,Hammerhead,Interior #49031,['Hammerhead']
757,Hammerhead,"Venom: Lethal Protector 5, Spider-Man: Mysterio Manifesto 2",['Hammerhead']
758,Hammerhead,Say Goodbye to Vegas (Dead Man's Hand Part IX),['Hammerhead']
759,Hammerhead (Ultimate),Previously ...,"['Hammerhead (Ultimate)', 'Hammerhead (Ultimate)', 'Sabretooth (Ultimate)', 'Sabretooth (Ultimate)', 'Sabretooth (Ultimate)']"
760,Hammerhead (Ultimate),[untitled],"['Baron Strucker', 'Hammerhead (Ultimate)', 'Killraven', 'Killraven', 'Killraven', 'Killraven', 'Killraven', 'Yellow Claw']"
761,Hammerhead (Ultimate),Previously ...,"['Hammerhead (Ultimate)', 'Hammerhead (Ultimate)', 'Sabretooth (Ultimate)', 'Sabretooth (Ultimate)', 'Sabretooth (Ultimate)']"
762,Hammerhead (Ultimate),You Always Remember Your First Love Part 1,['Hammerhead (Ultimate)']
763,Hank Pym,Interior #1500,"['Baron Strucker', 'Captain America', 'Hank Pym', 'Nick Fury', 'Wasp']"
764,Hank Pym,Interior #3193,"['Baron Strucker', 'Hank Pym', 'Nick Fury']"
765,Hank Pym,3 of 6 - Ultron; THE INITIATIVE BANNER,"['Hank Pym', 'Ultron']"
766,Hank Pym,The Return of the Ant-Man,['Hank Pym']
767,Hank Pym,The Doorway to Nowhere,['Hank Pym']
768,Hank Pym,The Thing From Outer Space,['Hank Pym']
769,Happy Hogan,Duel In a Dark Dimension,['Happy Hogan']
770,Happy Hogan,Mixed Reactions,"['Happy Hogan', 'Pepper Potts']"
771,Happy Hogan,In This Hour of Earthdoom,['Happy Hogan']
772,Happy Hogan,Enter:  Dr. Spectrum,"['Happy Hogan', 'Pepper Potts']"
773,Happy Hogan,Rokk Cometh!,"['Happy Hogan', 'Pepper Potts']"
774,Happy Hogan,The Cutting Edge of Death!,"['Happy Hogan', 'Pepper Potts']"
775,Happy Hogan,Battle Royal!,"['Happy Hogan', 'Pepper Potts']"
776,Happy Hogan,Return of the Freak,"['Happy Hogan', 'Pepper Potts']"
777,Happy Hogan,Who Shall Stop...Ultimo?,"['Happy Hogan', 'Pepper Potts', 'Ultimo', 'Yellow Claw']"
778,Happy Hogan,Manhunt: Part One,"['Happy Hogan', 'Pepper Potts']"
779,Happy Hogan,Manhunt: Part Two,['Happy Hogan']
780,Happy Hogan,Manhunt: Part Three,['Happy Hogan']
781,Happy Hogan,Manhunt: Part Four,['Happy Hogan']
782,Hardball,1 of 1,"['Fin Fang Foom', 'Firestar (Ultimate)', 'Gauntlet (Joseph Green)', 'Hardball', 'Hawkeye (Kate Bishop)', 'Janus, the Nega-Man', 'Layla Miller', 'U.S. Agent', 'Venom (Flash Thompson)', 'Venom (Flash Thompson)']"
783,Hardball,Avengers: The Initiative (2007) #19 - Int,"['Hardball', '3-D Man']"
784,Hardball,Avengers: The Initiative (2007) #20 - Int,['Hardball']
785,Harpoon,Redemption!,"['Caliban', 'Harpoon']"
786,Harpoon,Duet!,['Harpoon']
787,Harpoon,The Morning After,['Harpoon']
788,Harpoon,Massacre,"['Callisto', 'Harpoon']"
789,Harpoon,Psylocke,"['Callisto', 'Harpoon']"
790,Harpoon,Death By Drowning,['Harpoon']
791,Harpoon,Heartbreak,['Harpoon']
792,Harpoon,"Inferno, Part the First: Strike the Match","['Harpoon', 'Madelyne Pryor', 'Scalphunter']"
793,Harpoon,"Inferno, Part the Second: Fan the Flame",['Harpoon']
794,Harpoon,Trial & Errors,['Harpoon']
795,Harry Osborn,4 of 5 - The Gwen Thing,['Harry Osborn']
796,Harry Osborn,Amazing Spider-Man (1963) #244,['Harry Osborn']
797,Harry Osborn,Amazing Spider-Man (1963) #249,['Harry Osborn']
798,Harry Osborn,Amazing Spider-Man (1963) #250,['Harry Osborn']
799,Harry Osborn,Amazing Spider-Man (1963) #251,['Harry Osborn']
800,Harry Osborn,Amazing Spider-Man (1963) #265,['Harry Osborn']
801,Harry Osborn (Ultimate),Growing Pains,"['Harry Osborn (Ultimate)', 'Venom (Ultimate)']"
802,Harry Osborn (Ultimate),Powerless,['Harry Osborn (Ultimate)']
803,Hate-Monger (Adolf Hitler),Dark Victory,['Hate-Monger (Adolf Hitler)']
804,Hate-Monger (Adolf Hitler),T'was the Night Before Christmas,['Hate-Monger (Adolf Hitler)']
805,Hate-Monger (Adolf Hitler),Interior #80174,['Hate-Monger (Adolf Hitler)']
806,Hawkeye,Hawkeye (2003) #1,['Hawkeye']
807,Hawkeye,Hawkeye (2003) #2,['Hawkeye']
808,Hawkeye (Kate Bishop),1 of 1,"['Fin Fang Foom', 'Firestar (Ultimate)', 'Gauntlet (Joseph Green)', 'Hardball', 'Hawkeye (Kate Bishop)', 'Janus, the Nega-Man', 'Layla Miller', 'U.S. Agent', 'Venom (Flash Thompson)', 'Venom (Flash Thompson)']"
809,Hawkeye (Kate Bishop),Avengers: The Children's Crusade - Iron Lad (2010) #1 ,['Hawkeye (Kate Bishop)']
810,Iceman (Ultimate),Interior #489,"['Fantastic Four (Ultimate)', 'Iceman (Ultimate)', 'Invisible Woman (Ultimate)', 'Jean Grey (Ultimate)', 'X-Men (Ultimate)']"
811,Iceman (Ultimate),1 of 5 - Escape of Magneto,"['Emma Frost', 'Iceman (Ultimate)', 'Jean Grey (Ultimate)']"
812,Iceman (Ultimate),3 of 5 - Magnetic North,"['Cannonball', 'Iceman (Ultimate)', 'Jean Grey (Ultimate)', 'Ultimates']"
813,Iceman (Ultimate),4 of 5 - Magnetic North,"['Cannonball', 'Captain America (Ultimate)', 'Emma Frost', 'Iceman (Ultimate)', 'Jean Grey (Ultimate)', 'Quicksilver (Ultimate)', 'Ultimates', 'Wasp (Ultimate)']"
814,Iceman (Ultimate),5 of 5 - Magnetic North,"['Emma Frost', 'Iceman (Ultimate)', 'Jean Grey (Ultimate)']"
815,Iceman (Ultimate),1 of 3 -,"['Beast', 'Cannonball', 'Iceman (Ultimate)', 'Iceman (Ultimate)', 'Jean Grey (Ultimate)', 'Jean Grey (Ultimate)', 'Rachel Grey', 'Sabretooth (Ultimate)']"
816,Iceman (Ultimate),2 of 3 -,"['Cannonball', 'Iceman (Ultimate)', 'Iceman (Ultimate)', 'Jean Grey (Ultimate)', 'Jean Grey (Ultimate)', 'Sabretooth (Ultimate)']"
817,Iceman (Ultimate),3 of 3 - Date Night,"['Iceman (Ultimate)', 'Jean Grey (Ultimate)', 'Sabretooth (Ultimate)']"
818,Iceman (Ultimate),1 of 3 -,"['Beast', 'Cannonball', 'Iceman (Ultimate)', 'Iceman (Ultimate)', 'Jean Grey (Ultimate)', 'Jean Grey (Ultimate)', 'Rachel Grey', 'Sabretooth (Ultimate)']"
819,Iceman (Ultimate),2 of 3 -,"['Cannonball', 'Iceman (Ultimate)', 'Iceman (Ultimate)', 'Jean Grey (Ultimate)', 'Jean Grey (Ultimate)', 'Sabretooth (Ultimate)']"
820,Ikaris,Interior #45231,['Ikaris']
821,Ikaris,Interior #92113,"['Ikaris', 'Zuras']"
822,Illuminati,Avengers (2010) #8,"['Illuminati', 'Red Hulk']"
823,Illuminati,story from AVENGERS BY JONATHAN HICKMAN OMNIBUS VOL. 1 HC (2017) #1,['Illuminati']
824,Ilyana Rasputin,Interior #46866,['Ilyana Rasputin']
825,Immortus,,"['Baron Strucker', 'Daily Bugle', 'Gargoyle (Isaac Christians)', 'Gargoyle (Isaac Christians)', 'Immortus', 'Immortus', 'Paladin', 'War Machine (James Rhodes)', 'War Machine (James Rhodes)', 'War Machine (James Rhodes)', 'Zombie (Simon Garth)']"
826,Immortus,Interior #25635,"['Aaron Stack', 'Gargoyle (Isaac Christians)', 'Immortus']"
827,Immortus,,"['Baron Strucker', 'Daily Bugle', 'Gargoyle (Isaac Christians)', 'Gargoyle (Isaac Christians)', 'Immortus', 'Immortus', 'Paladin', 'War Machine (James Rhodes)', 'War Machine (James Rhodes)', 'War Machine (James Rhodes)', 'Zombie (Simon Garth)']"
828,Immortus,Interior #25638,"['Aaron Stack', 'Gargoyle (Isaac Christians)', 'Immortus']"
829,Immortus,Interior #25642,"['Gargoyle (Isaac Christians)', 'Immortus']"
830,Immortus,Interior #25644,"['Gargoyle (Isaac Christians)', 'Immortus']"
831,Immortus,Interior #25648,"['Aaron Stack', 'Gargoyle (Isaac Christians)', 'Immortus']"
832,Immortus,Interior #25650,"['Aaron Stack', 'Gargoyle (Isaac Christians)', 'Immortus']"
833,Immortus,Avengers (2010) #1,['Immortus']
834,Imperial Guard,History Repeats,['Imperial Guard']
835,Imperial Guard,Eve of Destruction,['Imperial Guard']
836,Imperial Guard,Eye of the Beholder,['Imperial Guard']
837,Imperial Guard,Shadows of Doom,['Imperial Guard']
838,Imperial Guard,interior to FF (1998) #53,['Imperial Guard']
839,Imperial Guard,What If the Trial of Galactus had Ended  in Reed Richard's Execution,['Imperial Guard']
840,Impossible Man,When Giants Walk the Sky!,['Impossible Man']
841,Impossible Man,Improbable As It May Seem--The Impossible Man Is Back In Town!,"['Impossible Man', 'Sandman']"
842,Impossible Man,Look Out for the Frightful Four,"['Impossible Man', 'Texas Twister']"
843,Impossible Man,Call My Killer--the Brute!,['Impossible Man']
844,Impossible Man,A Robinson Crusoe in the Negative Zone!,['Impossible Man']
845,Impossible Man,Bedlam at the Baxter Building!,['Impossible Man']
846,Impossible Man,Bedlam at the Baxter Builing,"['Impossible Man', 'Karen Page', 'King Cobra', 'Mad Thinker', 'Red Ghost']"
847,Impossible Man,Scavenger Hunt,['Impossible Man']
848,Impossible Man,Anything You Can Do--!,['Impossible Man']
849,Impossible Man,Truth or Daredevil,['Impossible Man']
850,Impossible Man,Interior #26283,"['Firestar', 'Impossible Man']"
851,In-Betweener,Chaos & Order,['In-Betweener']
852,Inhumans,Interior #1700,['Inhumans']
853,Inhumans,Interior #1702,['Inhumans']
854,Inhumans,Interior #1704,['Inhumans']
855,Inhumans,Interior #1783,['Inhumans']
856,Inhumans,Interior #2056,['Inhumans']
857,Inhumans,Interior #2163,['Inhumans']
858,Inhumans,Interior #2165,['Inhumans']
859,Inhumans,1 of 1 - Inhumans,"['Inhumans', 'Karnak']"
860,Ink,X-Men: Earth's Mutant Heroes #1,"['Ink', 'X-Cutioner', 'Zaladane']"
861,Invaders,Interior #3112,['Invaders']
862,Invaders,Interior #3114,['Invaders']
863,Invaders,"“TO END ALL WARS” PART 2 (OF 3) A secret society of madmen and monsters, a battleship with world-threatening weaponry, the retur",['Invaders']
864,Invaders,"Hey, Ma!  They're Blitzin' the Bronx!",['Invaders']
865,Invaders,Another Agonizingly Personal Recollection,['Invaders']
866,Invaders,"""Okay, Axis -- Here We Come!""",['Invaders']
867,Invaders,"Okay, Axis, Here We Come -- Again!",['Invaders']
868,Invaders,Interior #20842,['Invaders']
869,Invaders,What if the Invaders Had Stayed Together After World War Two?,['Invaders']
870,Invaders,Why Not?,['Invaders']
871,Invaders,Five Against the Flying Death,['Invaders']
872,Invaders,Blitzkrieg at Bermuda,['Invaders']
873,Invaders,Attack of the Teutonic Knight,['Invaders']
874,Invaders,Calling the Kid Commandos,['Invaders']
875,Invisible Woman,Interior #799,"['Fantastic Four', 'Invisible Woman', 'Nick Fury']"
876,Invisible Woman,Interior #801,"['Fantastic Four', 'Invisible Woman', 'Nick Fury']"
877,Invisible Woman,Interior #803,"['Fantastic Four', 'Invisible Woman', 'Valeria Richards']"
878,Invisible Woman,1 of 5 - Galactus,"['Fantastic Four', 'Galactus', 'Invisible Woman', 'Quasar (Wendell Vaughn)']"
879,Invisible Woman,Interior #913,"['Fantastic Four', 'Invisible Woman', 'Valeria Richards']"
880,Invisible Woman,Interior #915,"['Fantastic Four', 'Invisible Woman']"
881,Invisible Woman,Interior #917,"['Fantastic Four', 'Invisible Woman']"
882,Invisible Woman,Interior #919,"['Fantastic Four', 'Invisible Woman', 'Valeria Richards']"
883,Invisible Woman,Interior #921,"['Invisible Woman', 'Valeria Richards']"
884,Invisible Woman,"AVENGERS DISASSEMBLED TIE-IN! ""FOURTITUDE"" PART 2 (OF 3) With public opinion of the FF at an all-time low and with all of Manhat","['Galactus', 'Invisible Woman', 'Valeria Richards']"
885,Invisible Woman (Ultimate),Interior #489,"['Fantastic Four (Ultimate)', 'Iceman (Ultimate)', 'Invisible Woman (Ultimate)', 'Jean Grey (Ultimate)', 'X-Men (Ultimate)']"
886,Invisible Woman (Ultimate),1 of 5 - 5XLS,"['Agent Zero', 'Fantomex', 'Invisible Woman (Ultimate)']"
887,Invisible Woman (Ultimate),3 of 5 - 5XLS,"['Captain America (Ultimate)', 'Invisible Woman (Ultimate)', 'Sally Floyd']"
888,J. Jonah Jameson,1 of 4 XLS,['J. Jonah Jameson']
889,J. Jonah Jameson,2 of 4 - Reign - 4XLS,['J. Jonah Jameson']
890,J. Jonah Jameson,1 of,"['J. Jonah Jameson', 'Union Jack (Brian Falsworth)']"
891,J. Jonah Jameson,Interior #4667,"['Edwin Jarvis', 'J. Jonah Jameson']"
892,J. Jonah Jameson,1 of 5 - Ultimate Knights,"['Daredevil (Ultimate)', 'J. Jonah Jameson']"
893,J. Jonah Jameson,3 of 4 - Reign - 4XLS,['J. Jonah Jameson']
894,Jack Murdock,Interior #533,"['Daredevil', 'Jack Murdock']"
895,Jack Murdock,interior to Daredevil (1964) #-1,['Jack Murdock']
896,Jack O' Lantern,Amazing Spider-Man (1963) #254,"[""Jack O' Lantern""]"
897,Jack Power,The Man in the Moon,"['Jack Power', 'Katie Power', 'Leech']"
898,Jackal,Amazing Spider-Man (1999) #666 - Int,['Jackal']
899,Jackal,Amazing Spider-Man (1999) #669 - Int,"['Jackal', 'Venom (Flash Thompson)']"
900,Jackal,Amazing Spider-Man (1999) #668 - Int,"['Jackal', 'Venom (Flash Thompson)']"
901,Jackal,Amazing Spider-Man (1999) #667 - Int,['Jackal']
902,Jackpot,The Menace of Menace 1 of 3,['Jackpot']
903,Jackpot,The Menace of Menace 2 of 3,['Jackpot']
904,Jackpot,The Menace of Menace 3 of 3,['Jackpot']
905,Jackpot,"The $64,000 Desperado! (Chapter 2)",['Jackpot']
906,Jackpot,Interior #53628,['Jackpot']
907,James Buchanan Barnes,interior to Captain America: Sentinel of Liberty (1998) #12,['James Buchanan Barnes']
908,James Howlett,story from Astonishing X-Men (2004) #60,"['Dark Beast', 'James Howlett']"
909,James Howlett,story from Astonishing X-Men (2004) #61,"['Dark Beast', 'James Howlett']"
910,Jamie Braddock,1 of 4 - Season of the Witch,"['Jamie Braddock', 'Rachel Grey']"
911,Jamie Braddock,Uncanny X-Force (2010) #17,['Jamie Braddock']
912,Jamie Braddock,Interior #91705,['Jamie Braddock']
913,Jamie Braddock,Interior #91709,"['Genesis', 'Jamie Braddock', 'Quentin Quire']"
914,Jamie Braddock,Interior #91727,['Jamie Braddock']
915,Jamie Braddock,Interior #91729,['Jamie Braddock']
916,Jamie Braddock,Interior #91733,['Jamie Braddock']
917,Jane Foster,1 of 1 - Nomad,['Jane Foster']
918,Jane Foster,A World Gone Mad,"['Balder', 'Jane Foster', 'Odin']"
919,Jane Foster,"The Stronger I Am, the Sooner I Die","['Absorbing Man', 'Jane Foster']"
920,Jane Foster,The Vengeance of the Thunder God,"['Absorbing Man', 'Jane Foster', 'Odin']"
921,Jane Foster,The Trial of the Gods,"['Balder', 'Jane Foster', 'Odin']"
922,Jane Foster,Into the Blaze of Battle!,"['Balder', 'Jane Foster', 'Odin']"
923,Jane Foster,The Power!  The Passion!  The Pride!,"['Absorbing Man', 'Balder', 'Jane Foster']"
924,Jane Foster,Where Mortals Fear To Tread!,"['Absorbing Man', 'Jane Foster', 'Odin']"
925,Jane Foster,The Grandeur and the Glory,['Jane Foster']
926,Jane Foster,When Meet the Immortals,['Jane Foster']
927,Jane Foster,Thor (1966) #172,['Jane Foster']
928,"Janus, the Nega-Man",1 of 1,"['Fin Fang Foom', 'Firestar (Ultimate)', 'Gauntlet (Joseph Green)', 'Hardball', 'Hawkeye (Kate Bishop)', 'Janus, the Nega-Man', 'Layla Miller', 'U.S. Agent', 'Venom (Flash Thompson)', 'Venom (Flash Thompson)']"
929,Jasper Sitwell,5 of 8 - 8XLS,"['Baron Zemo (Heinrich Zemo)', 'Edwin Jarvis', 'Jasper Sitwell', 'Quicksilver', 'Wasp', 'Yellowjacket (Hank Pym)']"
930,Jasper Sitwell,Crisis and Calamity,['Jasper Sitwell']
931,Jasper Sitwell,Revenge!,"['Jasper Sitwell', 'Madame Masque']"
932,Jasper Sitwell,Heart of the Matter,"['Jasper Sitwell', 'Sabra']"
933,Jasper Sitwell,Hulk Smash!,['Jasper Sitwell']
934,Jasper Sitwell,Misperceptions,['Jasper Sitwell']
935,Jasper Sitwell,Bring Me the Head of the Hulk!,['Jasper Sitwell']
936,Jasper Sitwell,Look Back in Anger,['Jasper Sitwell']
937,Jasper Sitwell,"Rebel, Rebel",['Jasper Sitwell']
938,Jasper Sitwell,The Golden Gladiator and...the Giant!,['Jasper Sitwell']
939,Jasper Sitwell,The Tragedy and the Triumph!,['Jasper Sitwell']
940,Jasper Sitwell,If A Man Be Stone!,['Jasper Sitwell']
941,Jasper Sitwell,The Deadly Victory!,['Jasper Sitwell']
942,Jasper Sitwell,The Coming of...Whiplash,['Jasper Sitwell']
943,Jasper Sitwell,The Warrior and the Whip!,"['Jasper Sitwell', 'S.H.I.E.L.D.']"
944,Jasper Sitwell,At the Mercy of the Maggia,"['A.I.M.', 'Jasper Sitwell']"
945,Jasper Sitwell,Behind the Masque!,['Jasper Sitwell']
946,Jean Grey,1 of 1 - The Peach Boy,['Jean Grey']
947,Jean Grey,Like a Phoenx!,['Jean Grey']
948,Jean Grey (Ultimate),Interior #489,"['Fantastic Four (Ultimate)', 'Iceman (Ultimate)', 'Invisible Woman (Ultimate)', 'Jean Grey (Ultimate)', 'X-Men (Ultimate)']"
949,Jean Grey (Ultimate),1 of 5 - Escape of Magneto,"['Emma Frost', 'Iceman (Ultimate)', 'Jean Grey (Ultimate)']"
950,Jean Grey (Ultimate),3 of 5 - Magnetic North,"['Cannonball', 'Iceman (Ultimate)', 'Jean Grey (Ultimate)', 'Ultimates']"
951,Jean Grey (Ultimate),4 of 5 - Magnetic North,"['Cannonball', 'Captain America (Ultimate)', 'Emma Frost', 'Iceman (Ultimate)', 'Jean Grey (Ultimate)', 'Quicksilver (Ultimate)', 'Ultimates', 'Wasp (Ultimate)']"
952,Jean Grey (Ultimate),5 of 5 - Magnetic North,"['Emma Frost', 'Iceman (Ultimate)', 'Jean Grey (Ultimate)']"
953,Jean Grey (Ultimate),1 of 3 -,"['Beast', 'Cannonball', 'Iceman (Ultimate)', 'Iceman (Ultimate)', 'Jean Grey (Ultimate)', 'Jean Grey (Ultimate)', 'Rachel Grey', 'Sabretooth (Ultimate)']"
954,Jean Grey (Ultimate),2 of 3 -,"['Cannonball', 'Iceman (Ultimate)', 'Iceman (Ultimate)', 'Jean Grey (Ultimate)', 'Jean Grey (Ultimate)', 'Sabretooth (Ultimate)']"
955,Jean Grey (Ultimate),3 of 3 - Date Night,"['Iceman (Ultimate)', 'Jean Grey (Ultimate)', 'Sabretooth (Ultimate)']"
956,Jean Grey (Ultimate),1 of 3 -,"['Beast', 'Cannonball', 'Iceman (Ultimate)', 'Iceman (Ultimate)', 'Jean Grey (Ultimate)', 'Jean Grey (Ultimate)', 'Rachel Grey', 'Sabretooth (Ultimate)']"
957,Jean Grey (Ultimate),2 of 3 -,"['Cannonball', 'Iceman (Ultimate)', 'Iceman (Ultimate)', 'Jean Grey (Ultimate)', 'Jean Grey (Ultimate)', 'Sabretooth (Ultimate)']"
958,Jeryn Hogarth,Skull Session,"['Jeryn Hogarth', 'Mad Thinker']"
959,Jeryn Hogarth,Shadows in the Mirror!,['Jeryn Hogarth']
960,Jeryn Hogarth,TBD 4 of 7,"['Jeryn Hogarth', 'Lei Kung, The Thunderer']"
961,Jeryn Hogarth,TBD 5 of 7,"['Fat Cobra', 'Jeryn Hogarth', 'Lei Kung, The Thunderer']"
962,Jeryn Hogarth,TBD 6 of 7,"['Fat Cobra', 'Jeryn Hogarth', 'Lei Kung, The Thunderer']"
963,Jeryn Hogarth,1 of 2,"['Fat Cobra', 'Jeryn Hogarth', 'Young Avengers']"
964,Jeryn Hogarth,story to Power Man and Iron Fist #54,['Jeryn Hogarth']
965,Jeryn Hogarth,story to Power Man and Iron Fist #55,['Jeryn Hogarth']
966,Jeryn Hogarth,story to Power Man and Iron Fist #56,['Jeryn Hogarth']
